facility_ID,facility_name,address,city,state,zip,county,hospital_type,hospital_ownership,hosp_overall_rating,census_region,census_division,median_age,per_white_non_hisp,med_inc_15plus_12mo,per_below_poverty,per_college_grad_deg_25_plus,COMP_HIP_KNEE,MORT_30_AMI,MORT_30_CABG,MORT_30_COPD,MORT_30_HF,MORT_30_PN,MORT_30_STK,PSI_03,PSI_04,PSI_06,PSI_08,PSI_09,PSI_10,PSI_11,PSI_12,PSI_13,PSI_14,PSI_15,PSI_90
370004,INTEGRIS MIAMI HOSPITAL,200 SECOND AVENUE SOUTHWEST,MIAMI,OK,74355,OTTAWA,Acute Care Hospitals,Voluntary non-profit - Other,4,South,West South Central,#N/A,#N/A,#N/A,#N/A,#N/A,2.6,,,9.1,14.8,22.3,,0.33,,0.18,0.07,2.36,0.91,5.92,3.25,4.04,,1.03,0.96
370006,ALLIANCEHEALTH PONCA CITY,1900 NORTH 14TH STREET,PONCA CITY,OK,74601,KAY,Acute Care Hospitals,Proprietary,2,South,West South Central,35.8,66.3,25773,18.9,15.4,3.1,,,9.4,15.1,16.3,13.3,0.19,,0.18,0.07,2.3,0.89,4.61,3.86,4.4,0.76,0.93,0.95
370008,NORMAN REGIONAL,901 N PORTER,NORMAN,OK,73070,CLEVELAND,Acute Care Hospitals,Government - Hospital District or Authority,2,South,West South Central,#N/A,#N/A,#N/A,#N/A,#N/A,2.2,13.6,6,10.8,10.7,16,12.7,0.58,163.89,0.28,0.15,2.37,1.26,7.2,2.64,4.19,0.65,1.2,0.98
370013,"MERCY HOSPITAL OKLAHOMA CITY, INC",4300 WEST MEMORIAL ROAD,OKLAHOMA CITY,OK,73120,OKLAHOMA,Acute Care Hospitals,Voluntary non-profit - Church,4,South,West South Central,35.2,58.9,35670,11,45.9,3.2,,,8.7,12.9,17.3,10.8,0.16,156.83,0.17,0.03,2.4,0.98,14.24,3.58,4.67,0.79,1.94,1.12
370014,ALLIANCEHEALTH DURANT,1800 UNIVERSITY BOULEVARD,DURANT,OK,74702,BRYAN,Acute Care Hospitals,Proprietary,2,South,West South Central,#N/A,#N/A,#N/A,#N/A,#N/A,2.4,12.2,,8.5,11.6,17.2,11.8,0.08,157.26,0.17,0.06,2.17,0.83,3.62,3.16,5.07,0.76,0.92,0.87
370015,HILLCREST HOSPITAL PRYOR,111 NORTH BAILEY STREET,PRYOR,OK,74361,MAYES,Acute Care Hospitals,Proprietary,4,South,West South Central,37.5,64.4,26759,15.7,18.1,2.4,,,8.5,11.2,13.5,,0.47,,0.19,0.07,2.37,0.92,6.16,3.35,4.05,,,0.98
370016,INTEGRIS BASS BAPTIST HEALTH CENTER,600 SOUTH MONROE,ENID,OK,73701,GARFIELD,Acute Care Hospitals,Voluntary non-profit - Private,4,South,West South Central,33.8,59.1,22726,21.4,12.9,,12.1,,9.2,12.3,20.5,13.8,1.5,,0.18,0.07,2.31,0.89,8.54,3,3.88,0.78,0.98,1.07
370018,"JANE PHILLIPS MEMORIAL MEDICAL CENTER, INC",3500 EAST FRANK PHILLIPS BOULEVARD,BARTLESVILLE,OK,74006,WASHINGTON,Acute Care Hospitals,Voluntary non-profit - Private,3,South,West South Central,41,76,32488,10,38.7,2.4,14.9,,10.3,13,17.6,15.5,0.09,150.77,0.2,0.06,2.16,0.77,11.21,3.71,4.51,0.75,1.27,1.05
370019,GREAT PLAINS REGIONAL MEDICAL CENTER,1801 WEST 3RD STREET,ELK CITY,OK,73644,BECKHAM,Acute Care Hospitals,Voluntary non-profit - Private,2,South,West South Central,33.5,76.2,27726,19.5,19.5,2.7,,,,12.3,15.1,,2.24,,0.22,0.07,2.57,0.9,8.25,4.05,5.3,0.78,1.43,1.26
370020,MERCY HOSPITAL ADA,430 NORTH MONTE VISTA,ADA,OK,74820,PONTOTOC,Acute Care Hospitals,Voluntary non-profit - Private,4,South,West South Central,34.8,63.2,29267,13,30.1,2.4,,,7.5,8.9,14.1,12,0.62,,0.17,0.07,2.25,0.88,4.02,3.05,3.75,1.28,0.87,0.9
370022,JACKSON COUNTY MEMORIAL HOSPITAL AUTHORITY,1200 EAST PECAN ST,ALTUS,OK,73521,JACKSON,Acute Care Hospitals,Government - Hospital District or Authority,3,South,West South Central,33.8,60.6,27706,15.8,23.3,2.7,,,8,10.3,17.9,14.8,0.16,,0.18,0.06,2.32,0.85,3.82,3.36,3.62,0.77,1.39,0.86
370023,"DUNCAN REGIONAL HOSPITAL, INC",1407 NORTH WHISENANT DRIVE,DUNCAN,OK,73533,STEPHENS,Acute Care Hospitals,Voluntary non-profit - Private,4,South,West South Central,39.6,76.7,28238,14.5,20.1,2.5,,,7.2,11.5,18.9,12.9,0.14,,0.21,0.15,2.44,0.78,7.94,3.18,3.49,1.06,1.29,0.93
370025,SAINT FRANCIS HOSPITAL MUSKOGEE,300 ROCKEFELLER DRIVE,MUSKOGEE,OK,74401,MUSKOGEE,Acute Care Hospitals,Voluntary non-profit - Private,2,South,West South Central,41.6,45.4,23558,25.3,18.3,3.1,12.3,,7,9.8,14.6,12.5,0.05,127.28,0.25,0.19,2.31,0.83,5.66,3.99,4.16,0.72,0.86,0.91
370026,ST MARY'S REGIONAL MEDICAL CENTER,305 SOUTH 5TH STREET,ENID,OK,73701,GARFIELD,Acute Care Hospitals,Proprietary,5,South,West South Central,33.8,59.1,22726,21.4,12.9,2.3,11.2,,11.7,11.7,19.2,14.7,0.11,149.35,0.17,0.14,2.38,0.86,3.4,2.93,5.6,0.72,1.25,0.9
370028,"INTEGRIS BAPTIST MEDICAL CENTER, INC",3300 NORTHWEST EXPRESSWAY,OKLAHOMA CITY,OK,73112,OKLAHOMA,Acute Care Hospitals,Voluntary non-profit - Private,2,South,West South Central,34.5,55,30737,17.7,31.2,3.2,13.9,3.7,11,11.8,19,14.6,0.14,156.16,0.14,0.03,2.51,1.55,6.25,3.2,3.24,0.67,1.26,0.79
370029,ALLIANCEHEALTH CLINTON,100 NORTH 30TH STREET,CLINTON,OK,73601,CUSTER,Acute Care Hospitals,Voluntary non-profit - Other,3,South,West South Central,37.7,52.7,33177,8.5,21.9,,,,9.3,12.1,17.5,,0.41,,0.18,0.07,,,,,,,1.04,0.99
370030,STILLWATER MEDICAL-BLACKWELL,710 S 13TH STREET,BLACKWELL,OK,74631,KAY,Acute Care Hospitals,Government - Hospital District or Authority,2,South,West South Central,38,76.2,25678,18.5,11.5,,,,11.8,12.9,21,,0.46,,0.19,0.07,,,,,,,,
370034,MCALESTER REGIONAL HEALTH CENTER,1 CLARK BASS BOULEVARD,MCALESTER,OK,74501,PITTSBURG,Acute Care Hospitals,Voluntary non-profit - Other,1,South,West South Central,38.1,68.3,27462,16.7,19.8,2.5,13.6,,10.2,11,22.8,13.5,0.14,,0.2,0.06,2.25,0.85,4.49,2.82,3.79,0.77,0.93,0.84
370037,SSM HEALTH ST ANTHONY HOSPITAL - OKLAHOMA CITY,1000 NORTH LEE AVENUE,OKLAHOMA CITY,OK,73101,OKLAHOMA,Acute Care Hospitals,Voluntary non-profit - Church,3,South,West South Central,#N/A,#N/A,#N/A,#N/A,#N/A,2,13.7,4.5,9.7,13.6,17.4,14,0.21,155.42,0.17,0.04,2.73,0.59,7.83,3.9,4.82,1.16,0.93,0.94
370039,HILLCREST HOSPITAL CLAREMORE,1202 N MUSKOGEE PLACE,CLAREMORE,OK,74017,ROGERS,Acute Care Hospitals,Proprietary,4,South,West South Central,39.4,67.4,29197,10.7,21.2,2.3,12.3,,8.5,12.7,16.4,,0.22,,0.18,0.07,2.31,0.91,9.56,3.09,3.93,0.79,0.98,0.99
370041,BRISTOW ENDEAVOR HEALTHCARE DBA CENTER FOR ORTHOPAEDIC RECONSTRUCTION AND EXCELLENCE,3029 WEST MAIN STREET,JENKS,OK,74037,TULSA,Acute Care Hospitals,Government - Hospital District or Authority,,South,West South Central,36.4,69.5,39034,7,42,1.5,,,,,15.1,,0.5,,0.18,0.06,2.29,0.87,3.34,2.55,3.55,0.8,1.02,0.82
370047,"MERCY HOSPITAL ARDMORE, INC",1011 14TH AVE NW,ARDMORE,OK,73401,CARTER,Acute Care Hospitals,Voluntary non-profit - Private,4,South,West South Central,38.2,65.4,27278,17.2,22.4,2.1,10.5,,7.2,9,15.2,11.1,0.43,141.79,0.19,0.06,2.37,1.18,6.15,3.47,4.68,0.7,1.58,1.01
370049,STILLWATER MEDICAL CENTER,1323 WEST 6TH STREET,STILLWATER,OK,74076,PAYNE,Acute Care Hospitals,Voluntary non-profit - Other,5,South,West South Central,#N/A,#N/A,#N/A,#N/A,#N/A,1.9,11.1,,9.5,10.5,19.4,14.2,0.13,,0.17,0.06,2.22,0.83,5.83,2.92,4.01,0.76,1.3,0.87
370054,GRADY MEMORIAL HOSPITAL,2220 IOWA STREET,CHICKASHA,OK,73018,GRADY,Acute Care Hospitals,Government - Local,3,South,West South Central,39.9,76,24764,15.5,20.5,,,,9.5,11.3,14.3,,0.31,,0.18,0.07,2.61,0.91,6.15,3.26,4.05,,1.02,0.97
370056,COMANCHE COUNTY MEMORIAL HOSPITAL,3401 WEST GORE BLVD,LAWTON,OK,73505,COMANCHE,Acute Care Hospitals,Government - Hospital District or Authority,1,South,West South Central,33.5,51.1,29725,14.6,25.7,5.2,12.4,3.4,8.1,11.4,19.6,12.2,0.04,173.61,0.19,0.18,3.03,1.86,13.62,2.49,4.64,0.7,0.81,1.09
370057,MUSCOGEE (CREEK) NATION MEDICAL CENTER,1401 MORRIS DRIVE,OKMULGEE,OK,74447,OKMULGEE,Acute Care Hospitals,Tribal,2,South,West South Central,38.7,54.2,20629,19.9,12.6,,,,8,,17.8,,0.47,,0.18,0.07,,,,,,,,
370078,OKLAHOMA STATE UNIVERSITY MEDICAL CENTER,744 WEST 9TH STREET,TULSA,OK,74127,TULSA,Acute Care Hospitals,Voluntary non-profit - Other,3,South,West South Central,41.1,49.2,24551,22.3,20.3,,13.4,3.4,7.7,15.7,16.2,14.6,0.75,139.98,0.21,0.14,2.25,0.82,7.02,2.98,4.94,0.73,0.86,1.02
370083,PUSHMATAHA HOSPITAL,510 EAST MAIN STREET,ANTLERS,OK,74523,PUSHMATAHA,Acute Care Hospitals,Government - Hospital District or Authority,2,South,West South Central,42.3,69,21164,20.8,15.5,,,,9.6,13,18.3,,0.47,,0.19,0.07,,,,,,,,
370089,NORTHEASTERN HEALTH SYSTEM,1400 EAST DOWNING STREET,TAHLEQUAH,OK,74465,CHEROKEE,Acute Care Hospitals,Government - Hospital District or Authority,2,South,West South Central,#N/A,#N/A,#N/A,#N/A,#N/A,2.2,13.6,,9.3,15.1,14.3,12.7,1.53,142.64,0.16,0.14,2.45,0.73,14.47,2.92,5.83,0.76,1.27,1.34
370091,"SAINT FRANCIS HOSPITAL, INC",6161 SOUTH YALE,TULSA,OK,74136,TULSA,Acute Care Hospitals,Voluntary non-profit - Private,3,South,West South Central,34,56.5,26930,20,37.6,2,13.5,3.7,7.5,11.1,16.2,14.9,0.09,146.89,0.2,0.06,1.95,0.81,3.13,2.44,2.84,0.85,0.76,0.57
370093,O U MEDICAL CENTER,700 NE 13TH STREET,OKLAHOMA CITY,OK,73104,OKLAHOMA,Acute Care Hospitals,Voluntary non-profit - Private,1,South,West South Central,28.5,53.6,35679,25.9,74.7,3.4,11.9,,8.6,9.5,18,13.4,0.49,171.4,0.24,0.13,2.68,1.1,9.54,5.81,7.52,1.55,1.03,1.33
370094,SSM HEALTH ST ANTHONY HOSPITAL - MIDWEST,2825 PARKLAWN DRIVE,MIDWEST CITY,OK,73110,OKLAHOMA,Acute Care Hospitals,Proprietary,1,South,West South Central,34.7,57.3,26331,19.6,20.6,2.5,13.7,,7.9,12.6,17.4,14.8,0.08,146.37,0.17,0.06,2.21,0.88,4.12,3.17,3.78,1.07,0.93,0.83
370097,SOUTHWESTERN MEDICAL CENTER,5602 SOUTHWEST LEE BOULEVARD,LAWTON,OK,73505,COMANCHE,Acute Care Hospitals,Proprietary,4,South,West South Central,33.5,51.1,29725,14.6,25.7,2.1,,,7,10.4,16.2,14.2,0.17,,0.18,0.07,2.28,0.89,10.12,3.01,5.03,0.76,0.94,1.03
370099,HILLCREST HOSPITAL CUSHING,1027 EAST CHERRY STREET,CUSHING,OK,74023,PAYNE,Acute Care Hospitals,Proprietary,4,South,West South Central,35.8,79,26108,18.8,13.2,,,,8.4,,16,,0.49,,0.19,0.07,,,,,,,,0.99
370100,CHOCTAW MEMORIAL HOSPITAL,1405 EAST KIRK ROAD,HUGO,OK,74743,CHOCTAW,Acute Care Hospitals,Government - Hospital District or Authority,2,South,West South Central,40.7,57.3,23030,30.2,14.6,,,,8.8,11.6,15,,0.38,,0.18,0.07,,,,,,,,
370106,INTEGRIS SOUTHWEST MEDICAL CENTER,4401 SOUTH WESTERN AVENUE,OKLAHOMA CITY,OK,73109,OKLAHOMA,Acute Care Hospitals,Voluntary non-profit - Private,4,South,West South Central,30.8,26,23149,23.7,4.7,2.4,11.7,2.5,8.6,14.4,15.6,8.9,1,176.57,0.19,0.05,2.46,1.37,8.15,2.82,5.97,0.68,0.75,1.16
370112,SEQUOYAH COUNTY-CITY OF SALLISAW HOSPITAL AUTHORIT,213 EAST REDWOOD,SALLISAW,OK,74955,SEQUOYAH,Acute Care Hospitals,Government - Local,3,South,West South Central,38,59.6,23466,24.6,15.8,,,,9,10.6,16.9,,0.48,,0.19,0.07,,,,,,,1.04,
370113,INTEGRIS GROVE HOSPITAL,1001 EAST 18TH STREET,GROVE,OK,74344,DELAWARE,Acute Care Hospitals,Voluntary non-profit - Private,5,South,West South Central,51.6,76.5,25771,16.8,22.9,2.5,13.3,,7.8,11.3,15.5,13.5,0.24,,0.18,0.07,2.34,0.9,5.61,3.67,3.92,0.78,0.99,0.96
370114,ASCENSION ST JOHN MEDICAL CENTER,1923 SOUTH UTICA AVENUE,TULSA,OK,74104,TULSA,Acute Care Hospitals,Voluntary non-profit - Private,2,South,West South Central,32,68.2,26816,26.4,39.9,,12.6,5,11.4,11.2,16,13.3,0.57,176.73,0.2,0.07,2.36,0.76,8.39,3.15,5.52,0.92,1.02,1.02
370139,STILLWATER MEDICAL - PERRY,501 N 14TH ST,PERRY,OK,73077,NOBLE,Acute Care Hospitals,Government - Hospital District or Authority,,South,West South Central,42.4,88.2,31941,12.3,22.1,,,,,,16.8,,4.75,,0.19,0.07,,,,,,,,
370149,SSM HEALTH ST ANTHONY HOSPITAL - SHAWNEE,1102 W MACARTHUR,SHAWNEE,OK,74804,POTTAWATOMIE,Acute Care Hospitals,Voluntary non-profit - Private,2,South,West South Central,35.3,71.1,27014,13,26.1,2.2,13.6,,9.9,13.3,20,15.7,0.15,,0.18,0.07,2.52,0.88,4.67,3.4,3.72,1.04,0.9,0.89
370153,ELKVIEW GENERAL HOSPTIAL,429 WEST ELM STREET,HOBART,OK,73651,KIOWA,Acute Care Hospitals,Government - Hospital District or Authority,2,South,West South Central,38.1,70.6,20984,32.6,16.3,,,,8.9,11,18.7,,0.44,,0.18,0.07,2.38,,,3.32,,,,0.99
370158,PURCELL MUNICIPAL HOSPITAL,1500 NORTH GREEN AVENUE,PURCELL,OK,73080,MCCLAIN,Acute Care Hospitals,Government - Local,4,South,West South Central,40,74.5,28310,9.9,20.7,,,,8.4,14.5,16.3,,0.51,,0.19,0.07,,,,,,,,
370166,WAGONER COMMUNITY HOSPITAL,1200 WEST CHEROKEE STREET,WAGONER,OK,74467,WAGONER,Acute Care Hospitals,Government - Hospital District or Authority,2,South,West South Central,42.6,67.6,25548,16.8,17.8,,,,8.6,9.8,18.3,,0.35,,0.18,0.07,2.35,0.91,5.15,3.31,3.88,,1.02,0.94
370170,LAWTON INDIAN HOSPITAL,1515 LAWRIE TATUM ROAD,LAWTON,OK,73507,COMANCHE,Acute Care Hospitals,Government - Federal,,South,West South Central,37.4,58.4,30200,18.9,26,,,,,,,,0.57,,0.19,0.07,,,,,,,,1
370171,CHEROKEE NATION W W HASTINGS INDIAN HOSPITAL,100 S BLISS AVENUE,TAHLEQUAH,OK,74464,CHEROKEE,Acute Care Hospitals,Voluntary non-profit - Other,4,South,West South Central,33.1,44.3,24463,22.4,30.8,,,,8.1,11.5,13.1,,0.38,,0.18,0.07,2.36,,,3.32,,,,0.98
370172,CHOCTAW NATION HEALTH SERVICES AUTHORITY,1 CHOCTAW WAY,TALIHINA,OK,74571,LATIMER,Acute Care Hospitals,Tribal,,South,West South Central,44,62.6,23507,21.9,19.9,,,,,,,,0.53,,0.19,0.07,,,,,,,,0.99
370173,CLAREMORE INDIAN HOSPITAL,101 SOUTH MOORE AVE,CLAREMORE,OK,74017,ROGERS,Acute Care Hospitals,Government - Federal,,South,West South Central,39.4,67.4,29197,10.7,21.2,,,,,,,,0.56,,0.19,0.07,,,,,,,,1
370178,MEMORIAL HOSPITAL,1401 WEST LOCUST,STILWELL,OK,74960,ADAIR,Acute Care Hospitals,Voluntary non-profit - Private,5,South,West South Central,35.6,30.5,21051,27.6,12.2,,,,6.4,10.8,15.4,,0.4,,0.18,0.07,,,,,,,,0.98
370180,CHICKASAW NATION MEDICAL CENTER,1921 STONECIPHER BLVD,ADA,OK,74820,PONTOTOC,Acute Care Hospitals,Voluntary non-profit - Other,5,South,West South Central,34.8,63.2,29267,13,30.1,,,,8.1,12.5,16,,0.28,,0.18,0.07,2.35,,,3.28,,0.78,1.87,1.02
370183,HILLCREST HOSPITAL HENRYETTA,2401 W MAIN,HENRYETTA,OK,74437,OKMULGEE,Acute Care Hospitals,Proprietary,3,South,West South Central,42.5,66.1,23863,18.9,13.3,,,,,,17.4,,0.53,,0.19,0.07,,,,,,,,1
370192,NORTHWEST SURGICAL HOSPITAL,9204 NORTH MAY AVENUE,OKLAHOMA CITY,OK,73120,OKLAHOMA,Acute Care Hospitals,Physician,,South,West South Central,35.2,58.9,35670,11,45.9,,,,,,,,0.57,,0.18,0.07,2.35,0.91,5.64,3.78,3.98,0.8,1.03,0.99
370199,"LAKESIDE WOMEN'S HOSPITAL, A MEMBER OF INTEGRIS HE",11200 NORTH PORTLAND AVENUE,OKLAHOMA CITY,OK,73120,OKLAHOMA,Acute Care Hospitals,Physician,,South,West South Central,35.2,58.9,35670,11,45.9,,,,,,,,,,,,,,,,,,,
370201,SURGICAL HOSPITAL OF OKLAHOMA,100 SOUTHEAST 59TH STREET,OKLAHOMA CITY,OK,73129,OKLAHOMA,Acute Care Hospitals,Physician,,South,West South Central,30.7,27.9,20760,32.2,4.4,2.4,,,,,,,0.57,,0.19,0.07,2.36,0.91,5.34,3.27,3.98,,,0.96
370202,HILLCREST HOSPITAL SOUTH,8801 SOUTH 101ST EAST AVENUE,TULSA,OK,74133,TULSA,Acute Care Hospitals,Proprietary,4,South,West South Central,37.2,64.9,36811,8.2,43.1,3,12.1,3.3,8,7,13,11.9,0.05,153.57,0.19,0.06,2.43,0.8,2.25,3.65,4.22,0.71,1.14,0.79
370203,"COMMUNITY HOSPITAL, LLC",3100 SOUTHWEST 89TH STREET,OKLAHOMA CITY,OK,73159,OKLAHOMA,Acute Care Hospitals,Physician,5,South,West South Central,35.7,48.4,29029,14.7,15.7,2.3,,,,,,,0.23,,0.18,0.15,2.15,0.84,4.15,3.9,3.2,0.77,1.36,0.87
370206,OKLAHOMA SPINE HOSPITAL,14101 PARKWAY COMMONS DRIVE,OKLAHOMA CITY,OK,73134,OKLAHOMA,Acute Care Hospitals,Physician,,South,West South Central,29.6,52.5,37894,13.4,39.4,,,,,,,,0.24,,0.18,0.07,2.27,0.9,4.38,2.28,3.75,0.78,0.94,0.83
370210,"OKLAHOMA SURGICAL HOSPITAL, LLC","2408 EAST 81ST STREET, SUITE 300",TULSA,OK,74137,TULSA,Acute Care Hospitals,Physician,4,South,West South Central,41.4,73.4,45514,6.7,59.1,1.6,,,,,,,0.24,,0.17,0.05,2.41,0.67,2.03,2.21,3.02,0.75,0.74,0.64
370211,INTEGRIS CANADIAN VALLEY HOSPITAL,1201 HEALTH CENTER PARKWAY,YUKON,OK,73099,CANADIAN,Acute Care Hospitals,Voluntary non-profit - Private,3,South,West South Central,35.6,76.5,36920,6,31.3,2.4,,,9.2,12.6,19.6,13,0.17,,0.18,0.16,2.55,0.91,5.89,3.87,3.99,1.07,0.96,0.98
370212,OKLAHOMA CENTER FOR ORTHOPAEDIC & MULTI-SP,8100 SOUTH WALKER BLDG C,OKLAHOMA CITY,OK,73139,OKLAHOMA,Acute Care Hospitals,Proprietary,,South,West South Central,35.3,50.3,26568,22.7,12.7,1.9,,,,,,,0.56,,0.19,0.07,2.36,0.9,5,3.13,3.9,,,0.93
370214,LINDSAY MUNICIPAL HOSPITAL,1305 W CHEROKEE STREET - HIGHWAY 19 WEST,LINDSAY,OK,73052,GARVIN,Acute Care Hospitals,Government - Hospital District or Authority,,South,West South Central,38.1,77.8,26040,13.9,13.3,,,,,,,,,,,,,,,,,,,
370215,"OKLAHOMA HEART HOSPITAL, LLC",4050 WEST MEMORIAL ROAD,OKLAHOMA CITY,OK,73120,OKLAHOMA,Acute Care Hospitals,Physician,5,South,West South Central,35.2,58.9,35670,11,45.9,,14.2,2.6,8.9,12.8,20.6,,0.64,151.79,0.25,0.05,3.41,0.36,4.53,2.23,2.59,0.76,0.82,0.72
370216,TULSA SPINE & SPECIALTY HOSPITAL,6901 SOUTH OLYMPIA AVENUE,TULSA,OK,74132,TULSA,Acute Care Hospitals,Proprietary,,South,West South Central,35.7,72.8,40606,5.9,38.2,,,,,,,,0.3,,0.18,0.07,3,0.85,2.77,2.62,3.3,0.79,0.98,0.79
370218,"SAINT FRANCIS HOSPITAL SOUTH, LLC",10501 EAST 91ST STREET SOUTH,TULSA,OK,74133,TULSA,Acute Care Hospitals,Voluntary non-profit - Private,3,South,West South Central,37.2,64.9,36811,8.2,43.1,,13.6,,6.6,8.8,14.3,14.2,0.1,,0.21,0.06,2.49,0.89,11.65,3.23,5.27,1.06,0.91,1.08
370220,ONECORE HEALTH,100 NE 85TH STREET,OKLAHOMA CITY,OK,73114,OKLAHOMA,Acute Care Hospitals,Voluntary non-profit - Other,,South,West South Central,29,27.8,25723,27.4,23.2,2.6,,,,,,,0.45,,0.18,0.07,2.34,0.9,5.17,3.17,3.88,,,0.93
370222,MCBRIDE ORTHOPEDIC HOSPITAL,9600 NORTH BROADWAY EXTENSION,OKLAHOMA CITY,OK,73114,OKLAHOMA,Acute Care Hospitals,Physician,5,South,West South Central,29,27.8,25723,27.4,23.2,2.6,,,,,,,0.17,,0.18,0.05,2.73,0.8,4.4,3.01,3.45,0.8,1,0.81
370225,"SUMMIT MEDICAL CENTER, LLC",1800 SOUTH RENAISSANCE BOULEVARD,EDMOND,OK,73013,OKLAHOMA,Acute Care Hospitals,Physician,,South,West South Central,34.8,70.6,42161,7.8,56.2,2.4,,,,,,,0.56,,0.19,0.07,2.37,0.91,5.62,3.34,4.01,,,0.97
370227,ST JOHN OWASSO,12451 EAST 100TH STREET NORTH,OWASSO,OK,74055,TULSA,Acute Care Hospitals,Voluntary non-profit - Private,4,South,West South Central,36.1,74.9,37819,6.1,36,,,,,10.2,12.7,,0.45,,0.18,0.07,,,,,,,,0.99
370228,"BAILEY MEDICAL CENTER, LLC",10502 NORTH 110TH EAST AVENUE,OWASSO,OK,74055,TULSA,Acute Care Hospitals,Proprietary,3,South,West South Central,36.1,74.9,37819,6.1,36,2.8,,,,,19.1,,0.47,,0.18,0.07,2.31,0.87,3.91,3.19,3.73,0.79,0.98,0.89
370229,ALLIANCEHEALTH SEMINOLE,2401 WRANGLER BOULEVARD,SEMINOLE,OK,74868,SEMINOLE,Acute Care Hospitals,Voluntary non-profit - Private,,South,West South Central,38,67.2,23699,21,15.5,,,,7.6,,15.2,,0.48,,0.18,0.07,,,,,,,,
370234,"OKLAHOMA HEART HOSPITAL SOUTH, LLC",5200 EAST I-240 SERVICE ROAD,OKLAHOMA CITY,OK,73135,OKLAHOMA,Acute Care Hospitals,Physician,5,South,West South Central,33.1,41.9,29770,16.3,28.8,,11.9,2.3,9.4,10.3,17.3,,0.66,159.15,0.21,0.06,3.02,0.47,1.59,2.73,4.03,0.78,0.94,0.75
370235,ASCENSION ST JOHN BROKEN ARROW,1000 WEST BOISE CIRCLE,BROKEN ARROW,OK,74012,TULSA,Acute Care Hospitals,Voluntary non-profit - Private,5,South,West South Central,37.4,69,37208,9.6,35.2,1.6,,,,,13.4,,0.36,,0.18,0.06,2.32,0.88,6,3.17,3.61,,1.03,0.91
370236,INTEGRIS HEALTH EDMOND,4801 INTEGRIS PARKWAY,EDMOND,OK,73034,OKLAHOMA,Acute Care Hospitals,Voluntary non-profit - Private,4,South,West South Central,37.2,77.4,44091,9.2,55.7,2.2,12.2,,9.5,12.2,19.7,13,0.17,,0.18,0.07,2.29,1.3,9.5,3.44,4.7,0.77,0.93,1.06
370237,"SAINT FRANCIS HOSPITAL VINITA, INC",735 NORTH FOREMAN STREET,VINITA,OK,74301,CRAIG,Acute Care Hospitals,Voluntary non-profit - Private,5,South,West South Central,42.8,60.8,22594,19.2,14.2,,,,8,11.6,15.7,,0.37,,0.18,0.07,,,,,,,,
370240,INTEGRIS COMMUNITY HOSPITAL - COUNCIL CROSSING,9417 N COUNCIL ROAD,OKLAHOMA CITY,OK,73162,OKLAHOMA,Acute Care Hospitals,Proprietary,,South,West South Central,42.9,70.3,39125,5.5,43.7,,,,,,,,0.57,,0.19,0.07,,,,,,,,
370243,PAULS VALLEY HOSPITAL,100 VALLEY DRIVE,PAULS VALLEY,OK,73075,GARVIN,Acute Care Hospitals,Proprietary,,South,West South Central,41.8,67.4,27042,18.5,17.3,,,,,,,,,,,,,,,,,,,
371300,ATOKA COUNTY MEDICAL CENTER,1590 WEST LIBERTY ROAD,ATOKA,OK,74525,ATOKA,Critical Access Hospitals,Government - Hospital District or Authority,,South,West South Central,39.4,69.3,21913,20.5,15.7,,,,7.8,11,16.8,,,,,,,,,,,,,
371301,PRAGUE REGIONAL MEMORIAL HOSPITAL,1322 KLABZUBA AVENUE,PRAGUE,OK,74864,LINCOLN,Critical Access Hospitals,Voluntary non-profit - Other,,South,West South Central,45.3,83.4,20967,18.6,16.8,,,,,,,,,,,,,,,,,,,
371302,"MERCY HOSPITAL WATONGA, INC",500 NORTH CLARENCE NASH BOULEVARD,WATONGA,OK,73772,BLAINE,Critical Access Hospitals,Voluntary non-profit - Private,,South,West South Central,40.2,55.5,22937,10.1,13,,,,,,,,,,,,,,,,,,,
371303,ROGER MILLS MEMORIAL HOSPITAL,501 SOUTH L L MALES AVENUE,CHEYENNE,OK,73628,ROGER MILLS,Critical Access Hospitals,Government - Hospital District or Authority,,South,West South Central,35.5,81.1,31835,13.9,19.9,,,,,,,,,,,,,,,,,,,
371304,MERCY HOSPITAL TISHOMINGO INC,1000 SOUTH BYRD ST,TISHOMINGO,OK,73460,JOHNSTON,Critical Access Hospitals,Voluntary non-profit - Church,,South,West South Central,41.4,66.1,22167,24,32.4,,,,,,,,,,,,,,,,,,,
371305,ASCENSION ST JOHN NOWATA,237 SOUTH LOCUST STREET,NOWATA,OK,74048,NOWATA,Critical Access Hospitals,Voluntary non-profit - Private,,South,West South Central,41.5,65.2,22037,21.9,12.1,,,,,,,,,,,,,,,,,,,
371306,MERCY HOSPITAL MARIETTA,300 WANDA STREET,MARIETTA,OK,73448,LOVE,Critical Access Hospitals,Government - Local,,South,West South Central,35.7,60.8,24703,15.2,12,,,,,,,,,,,,,,,,,,,
371307,CIMARRON MEMORIAL HOSPITAL,100 SOUTH ELLIS,BOISE CITY,OK,73933,CIMARRON,Critical Access Hospitals,Government - Local,,South,West South Central,36.8,68.4,28333,16.6,19.4,,,,,,,,,,,,,,,,,,,
